binary_index,state,event,time,separation,orbital_period,eccentricity,rl_relative_overflow_1,rl_relative_overflow_2,lg_mtransfer_rate,step_names,step_times,V_sys_x,V_sys_y,V_sys_z,S1_state,S1_metallicity,S1_mass,S1_log_R,S1_log_L,S1_lg_mdot,S1_lg_system_mdot,S1_lg_wind_mdot,S1_he_core_mass,S1_he_core_radius,S1_c_core_mass,S1_c_core_radius,S1_o_core_mass,S1_o_core_radius,S1_co_core_mass,S1_co_core_radius,S1_center_h1,S1_center_he4,S1_center_c12,S1_center_n14,S1_center_o16,S1_surface_h1,S1_surface_he4,S1_surface_c12,S1_surface_n14,S1_surface_o16,S1_log_LH,S1_log_LHe,S1_log_LZ,S1_log_Lnuc,S1_c12_c12,S1_center_gamma,S1_avg_c_in_c_core,S1_surf_avg_omega,S1_surf_avg_omega_div_omega_crit,S1_total_moment_of_inertia,S1_log_total_angular_momentum,S1_spin,S1_conv_env_top_mass,S1_conv_env_bot_mass,S1_conv_env_top_radius,S1_conv_env_bot_radius,S1_conv_env_turnover_time_g,S1_conv_env_turnover_time_l_b,S1_conv_env_turnover_time_l_t,S1_envelope_binding_energy,S1_mass_conv_reg_fortides,S1_thickness_conv_reg_fortides,S1_radius_conv_reg_fortides,S1_lambda_CE_1cent,S1_lambda_CE_10cent,S1_lambda_CE_30cent,S1_lambda_CE_pure_He_star_10cent,S2_state,S2_metallicity,S2_mass,S2_log_R,S2_log_L,S2_lg_mdot,S2_lg_system_mdot,S2_lg_wind_mdot,S2_he_core_mass,S2_he_core_radius,S2_c_core_mass,S2_c_core_radius,S2_o_core_mass,S2_o_core_radius,S2_co_core_mass,S2_co_core_radius,S2_center_h1,S2_center_he4,S2_center_c12,S2_center_n14,S2_center_o16,S2_surface_h1,S2_surface_he4,S2_surface_c12,S2_surface_n14,S2_surface_o16,S2_log_LH,S2_log_LHe,S2_log_LZ,S2_log_Lnuc,S2_c12_c12,S2_center_gamma,S2_avg_c_in_c_core,S2_surf_avg_omega,S2_surf_avg_omega_div_omega_crit,S2_total_moment_of_inertia,S2_log_total_angular_momentum,S2_spin,S2_conv_env_top_mass,S2_conv_env_bot_mass,S2_conv_env_top_radius,S2_conv_env_bot_radius,S2_conv_env_turnover_time_g,S2_conv_env_turnover_time_l_b,S2_conv_env_turnover_time_l_t,S2_envelope_binding_energy,S2_mass_conv_reg_fortides,S2_thickness_conv_reg_fortides,S2_radius_conv_reg_fortides,S2_lambda_CE_1cent,S2_lambda_CE_10cent,S2_lambda_CE_30cent,S2_lambda_CE_pure_He_star_10cent
2802,detached,CC1,3691714677.7910285,8.03297196056416,0.8648800402718276,0.0,-0.9105625353914697,-0.30373963234940377,,step_detached,0.5081298351287842,0.0,0.0,0.0,stripped_He_Core_He_depleted,1.0,7.397080046812054,-0.4459383770397905,5.319067828368011,-4.943038778129204,,-4.943038778129204,7.397080046812054,,6.526935361398342,0.10979548471043299,1.1791066236933276,0.021975436843290383,6.526935361398342,0.10979548471043299,0.0,3.1925443943722785e-12,0.013842514142455482,8.791972332410028e-17,0.5033101901168087,1.0000000000000006e-99,0.41760076533434454,,2.8951897221098904e-14,0.08447635376336565,-8.593238657208097,5.564316680903039,7.8196082254478805,7.822014195030312,7.451788796039744,0.40537637213082955,0.272752039481013,3.569028778520167e-08,4.481939896115809e-06,2.4198280783329563e+53,45.93633456159256,1.7917330485273586e-05,7.397080046812054,7.169306198823756,0.35814730208730144,0.1628857365561709,-9.889945795012182e+98,-3.1338800912050897e+91,-1.000000477116615e+99,0.0,0.14039272900679534,0.0017408080609424032,0.016863643435436663,1e+99,1e+99,1e+99,1.0844879624820576,H-rich_Core_H_burning,1.0,1.9115357333738787,0.17902634245615795,1.1801979219582557,-12.413590282899786,,-12.413590282899786,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.7040517639913826,0.2813864285763146,1.1669478575114645e-05,0.004073235253940839,0.00560742983761566,0.715499999909869,0.27027123463997016,,0.0007357524978486042,0.006088350054733857,1.1806844162500207,-37.46332703896704,-2.7505814221078255,1.1807353257686504,-98.09796930570008,0.04954849936452245,0.0,2.4686910739432973e-05,0.05280423474633695,1.9291787478266934e+54,49.6778392157779,1.4795639922242905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.827673805907769e+48,1.5909923090161181e-09,0.003777374660642544,1.4994975783378404,1.0329980156111553,1.0329980156111553,1.0329980156111553,1.0329980156111553
8210,RLO2,oRLO2,7437468925.260429,10.733003031924376,1.3684275081128392,0.0,-1.0,-0.04999999999999996,,step_detached,0.18707704544067383,-39.56065804093016,-93.45994584666437,-38.95164350238588,BH,1.0,2.6674434584310074,-4.946030074582602,,-99.0,,,,,,,,,5.341242955821738,,,,,,,,,,,,,,,,,,,,,,,0.0001064766986806585,,,,,,,,,,,,,,,,H-rich_Core_H_burning,1.0,6.201834494842104,0.6649346348455814,3.3353715950956477,-9.197357504978894,,-9.197357504978894,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.35371401700135446,0.6324223376094255,4.6596551332363145e-05,0.008842306085996069,0.00011049443234581337,0.7154999999907193,0.2702712346399705,,0.0007357524978486037,0.006088350054733847,3.335897450216592,-29.402080316466083,-0.10365307696512638,3.3360552676126773,-81.24786763767216,0.02542314402892944,0.0,1.939547437017528e-05,0.12336837316660729,5.366709189038631e+55,51.017408468340896,3.0720445070464812,6.201834492861481,6.201834487945004,4.606852625054345,4.593794871408724,-1e+99,-6.471031171409745e+89,-1e+99,-3.236351703678139e+49,4.91647586449112e-09,0.01306651032761047,4.600323736029172,0.9693884166364807,0.9693884166364807,0.9693884166364807,0.9693884166364807
11804,detached,CC1,498737763.79883146,38.00159335609653,8.36241325223205,0.0,-0.9792615184920932,-0.8308708512911251,,step_detached,0.42605018615722656,0.0,0.0,0.0,stripped_He_Core_He_depleted,1.0,7.396596287281533,-0.445950697191706,5.319009616206058,-4.9427957235386755,,-4.9427957235386755,7.396596287281533,,6.526457785367079,0.10979181682768939,1.1791042559399898,0.021978655782730342,6.526457785367079,0.10979181682768939,0.0,3.1989250724118734e-12,0.013865188730522827,8.813807841248298e-17,0.5033071438359779,1.0000000000000006e-99,0.41779164673757424,,2.907170860344912e-14,0.08439457094219228,-8.59845421665796,5.563603250119282,7.818847000484049,7.821253231598852,7.450970438257741,0.4053116516989664,0.27275636769060924,9.540638782429332e-13,1.198089199538928e-10,2.4197045751389147e+53,41.36333979900408,4.78999817778295e-10,7.396596287281533,7.167535377355232,0.35813711683057575,0.1617841543274769,-9.945830054420961e+98,-3.1515884357807745e+91,-1.000001098148369e+99,0.0,0.1383310694254474,0.00163087071542961,0.016398893762437722,1e+99,1e+99,1e+99,1.084535015481809,H-rich_Core_H_burning,1.0,3.145094392456168,0.29636711093020446,2.023605320231118,-11.851502232485716,,-11.851502232485716,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6914502246192251,0.29419932112589403,2.0305552040550872e-05,0.0055083202296158035,0.003955819521653828,0.7154999999997399,0.27027123463997027,,0.0007357524978486044,0.00608835005473385,2.0243267870721238,-34.81601685542353,-1.4916769884520011,2.0244591352361647,-91.07813834953694,0.03488560370047552,0.0,2.280321822845303e-05,0.05702741301949379,6.244135911068031e+54,50.1534684909325,1.6340317917213687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6773041021125638e+49,1.20648426726275e-09,0.0039305765901784355,1.968281620546453,1.1243050605235732,1.1243050605235732,1.1243050605235732,1.1243050605235732
14233,detached,CC1,8226638978.141974,10.513912144246977,1.2608928241501616,0.0,-0.9270924649658665,-0.4335810401128313,,step_detached,0.8133647441864014,0.0,0.0,0.0,stripped_He_Core_He_depleted,1.0,7.271423534593872,-0.4418711226217265,5.3007928497426,-4.8669991054810655,,-4.8669991054810655,7.271423534593872,,6.429022849298402,0.1095560283917874,1.1682873670417182,0.021495192254408258,6.429022849298402,0.1095560283917874,0.0,2.70072463184666e-12,0.012202795953645098,5.494943261517522e-17,0.49758009274644266,3.370535469833149e-65,0.502384526181756,,7.372725012696255e-14,0.05672498022336998,-11.526946138808187,5.75506495574425,7.8713355022627,7.874680450396614,7.508045555414389,0.4186147073613457,0.27595836803426743,2.222575593487439e-08,2.8549193189564624e-06,2.3502594501758724e+53,45.71797234858657,1.1214833884632284e-05,7.271423534593872,7.2714235343933495,0.3615419736288774,0.35903578029193833,287.13056589134834,3.902917349409969e-06,143.63468491186026,0.0,0.5232658206856321,0.022917513958287655,0.09797703685580102,1e+99,1e+99,1e+99,1.0489397360137616,H-rich_Core_H_burning,1.0,2.5484249212130847,0.24149018680928885,1.6725252799981398,-12.393844689337156,,-12.393844689337156,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6987624996227549,0.28678540804164343,1.6225343611656487e-05,0.0048130590584587905,0.0047558434663423745,0.7154999999963181,0.27027123463996966,,0.0007357524978486029,0.0060883500547338435,1.6732751673452528,-35.731211328130534,-1.9351723381278985,1.6733821492258891,-93.57401191661991,0.04031842564032442,0.0,3.15876906773749e-05,0.07260573699985132,3.723789080590302e+54,50.070502950631294,2.055978852834447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2914522765226386e+49,1.2675827324022217e-09,0.003781454940245364,1.733125275408238,1.0875241873755876,1.0875241873755876,1.0875241873755876,1.0875241873755876
16650,detached,CC1,8448888925.444985,36.83076280921731,8.651268176517636,0.0,-0.9755004359546569,-0.8504352500179193,,step_detached,0.38076329231262207,0.0,0.0,0.0,stripped_He_Core_He_depleted,1.0,7.173418027639712,-0.34445215459814305,5.2835885831915474,-4.731900844353882,,-4.731900844353882,7.173418027639712,,5.8593021428359595,0.0926881529399336,1.1358971669118363,0.021449320706412034,5.8593021428359595,0.0926881529399336,0.0,1.408401867891277e-12,0.010524711299291353,1.7126086123301124e-15,0.48748614239509114,1e-99,0.7438409315866618,,2.136966908885693e-09,0.016002494391131095,-6.365102217468772,6.143335246223655,7.620686480623917,7.634919544696776,7.259920829165886,0.42755624622895716,0.2688594629288588,7.815478810154195e-13,1.4150376367251855e-10,2.868397419460596e+53,41.35059491305423,4.945406699437316e-10,7.173418027639712,7.173418027701785,0.452426308906387,0.4486830825702714,1.5941246968134752e+89,4.519351773440733e-06,-1.0000000001594123e+99,0.0,0.11032994277542972,0.0011471226124058751,0.018007097925005273,1e+99,1e+99,1e+99,0.8535286283065028,H-rich_Core_H_burning,1.0,1.7934482365930413,0.16853405172562244,1.0675823208238977,-12.477414041302463,,-12.477414041302463,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.704640649846308,0.2807793330107068,1.0796016565537512e-05,0.003954645781902737,0.005744126312847917,0.7154999998399207,0.2702712346399701,,0.0007357524978486048,0.00608835005473386,1.0679709391666372,-38.00181502929075,-2.994009139618366,1.0680086227962562,-98.99999999999999,0.0519629278378113,0.0,1.2527527316705587e-05,0.026679378963890298,1.6911246324844475e+54,49.32604097381678,0.747691873858658,1.7934482365930413,1.7934482365257485,1.474129315090032,1.4715107919494637,219903.5041173992,0.013671147419312593,-1e+99,-8.059624438856866e+48,1.7781566429860208e-09,0.003942325048931888,1.4635501728707283,1.0201369608966746,1.0201369608966746,1.0201369608966746,1.0201369608966746
16700,detached,CC1,6781736091.24437,21.317490818041602,3.5539807914973323,0.0,-0.9637016539913932,-0.7090975983355742,,step_detached,0.4561491012573242,0.0,0.0,0.0,stripped_He_Core_C_depleted,1.0,7.483093719178843,-0.4437455024381786,5.329409258857285,-4.988471993640203,,-4.988471993640203,7.483093719178843,,6.611736749502988,0.11044807304769341,1.1795450677978314,0.021407447693817302,6.611736749502988,0.11044807304769341,0.0,2.0634718996038045e-12,0.009833485750371653,5.53866825662091e-17,0.5038608879953529,1.0000000000000006e-99,0.38369839870476175,,7.986611838297302e-15,0.09900986930549208,-7.669052704686937,5.690421629507013,7.954036951765915,7.956397394380253,7.596307521533447,0.41680642835872417,0.2719881818521947,6.148033932006729e-11,7.734479862353922e-09,2.442115071848798e+53,43.17650237971464,3.0436828024148686e-08,7.483093719178843,7.483093719073771,0.359960246583364,0.35784276871291887,152.69260236087788,2.880775951774817e-06,-9.95948970503856e+98,0.0,0.5050807692104196,0.021189328912466016,0.09911590646482245,1e+99,1e+99,1e+99,1.076225970593671,H-rich_Core_H_burning,1.0,2.819491184177622,0.2672740582348031,1.8420537110696467,-12.221585547314168,,-12.221585547314168,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6956375001426642,0.28995784324124835,1.811070060274371e-05,0.0051371276029503,0.004382965608476737,0.7154999999979708,0.27027123463996994,,0.0007357524978486032,0.006088350054733844,1.8428037178519445,-35.272544628980015,-1.7123823166021734,1.8429246501011798,-92.32486272810135,0.03758922341055219,0.0,2.5087252230618725e-05,0.05992837701891181,4.762867137272153e+54,50.077321563095055,1.7062374132232005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4658237487142274e+49,1.2300280336026165e-09,0.0038971289333433437,1.8398560378272273,1.1053957760813693,1.1053957760813693,1.1053957760813693,1.1053957760813693
16992,detached,CC1,2657450020.8111277,17.250061272652964,2.628045993362446,0.0,-0.9559957427460009,-0.6513046271144167,,step_detached,0.44328927993774414,0.0,0.0,0.0,stripped_He_Core_He_depleted,1.0,7.396332344924335,-0.44595741780935805,5.318977854852007,-4.942663166258758,,-4.942663166258758,7.396332344924335,,6.5261972167646585,0.10978981611943311,1.1791029640783013,0.0219804123113287,6.5261972167646585,0.10978981611943311,0.0,3.202408569255804e-12,0.013877565794919004,8.825722635563698e-17,0.5033054845044197,1.0000000000000006e-99,0.41789579287935785,,2.9137078475792076e-14,0.08434994970023288,-8.601368705674432,5.563213961550062,7.818431710469202,7.8208380838606,7.450523972847834,0.40527633310580935,0.272758729550166,2.1733129515045779e-10,2.729176580337208e-08,2.4196372155789192e+53,43.72087252373336,1.0911867114387314e-07,7.396332344924335,7.166572889124984,0.35813156079112063,0.1611862410016086,-9.976160932543963e+98,-3.1611995435733332e+91,-9.999854430999379e+98,0.0,0.1372135113326124,0.0015712778750837189,0.01614702560847992,1e+99,1e+99,1e+99,1.0845606879058562,H-rich_Core_H_burning,1.0,2.5869672405141397,0.2455949090042652,1.6980495855496152,-12.384727405236232,,-12.384727405236232,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6977808222389154,0.2877784815121989,1.6600500617091483e-05,0.0048913537332832616,0.004665863629560258,0.7154999999965638,0.27027123463996977,,0.0007357524978486027,0.006088350054733843,1.698794630107967,-35.660568931663796,-1.8996326094218172,1.698904104148529,-93.38125908421085,0.039901795825822706,0.0,2.256811872143185e-05,0.052221093286917646,3.865111083965244e+54,49.94065733792762,1.4795677591418652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.315528672226727e+49,1.2637650442997319e-09,0.0037606552593663464,1.749686011610317,1.0898366590263735,1.0898366590263735,1.0898366590263735,1.0898366590263735
18813,detached,CC1,1500562269.5448234,31.14482433009741,6.210786562777334,0.0,-0.9747290420387558,-0.7939651924985515,,step_detached,0.5624089241027832,0.0,0.0,0.0,stripped_He_Core_He_depleted,1.0,7.396127229650165,-0.4459626432883592,5.318953173280394,-4.942560186088651,,-4.942560186088651,7.396127229650165,,6.525994723313475,0.10978826027438074,1.1791019601448676,0.021981776825746403,6.525994723313475,0.10978826027438074,0.0,3.2051112441857085e-12,0.013887172662412947,8.834979477261032e-17,0.5033041893821829,1.0000000000000006e-99,0.41797672707792594,,2.9187878807134114e-14,0.08431527357678921,-8.603492159095914,5.562911511076589,7.818108899003619,7.820515383817542,7.450176941194569,0.4052489000096585,0.2727605642630929,3.972974078382281e-12,4.989112339674602e-10,2.419584818560955e+53,41.982856582423175,1.994836083006554e-09,7.396127229650165,7.165817352603927,0.3581272408117945,0.16071518688642863,-1.0000060235939496e+99,-3.168772643836705e+91,-1.0000061299546467e+99,0.0,0.1363300365577285,0.0015241661282937669,0.015947795129886047,1e+99,1e+99,1e+99,1.0845806384973447,H-rich_Core_H_burning,1.0,3.1242799320580006,0.2949407425441685,2.0128395247142903,-11.873045982811423,,-11.873045982811423,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6911438123871385,0.2945067952002636,2.0276466080906783e-05,0.005515977459823782,0.003947107095751319,0.7154999999996497,0.27027123463997027,,0.0007357524978486042,0.006088350054733849,2.013556408432928,-34.843605525368304,-1.5040692217529594,2.0136882650346437,-91.15285658822977,0.035048784280080986,0.0,2.4963107405569456e-05,0.06232876082452574,6.149198587637991e+54,50.18611716407686,1.7851580189329739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6629005996323235e+49,1.2108085243510413e-09,0.003945259027824296,1.9617652649215644,1.122737601930886,1.122737601930886,1.122737601930886,1.122737601930886
23416,detached,CC1,9633998224.760027,20.624579744219627,3.305285926804103,0.0,-0.9610570152041031,-0.7030205920870233,,step_detached,0.2893707752227783,0.0,0.0,0.0,stripped_He_Core_He_depleted,1.0,8.29592279268669,-0.40917876343833803,5.393526878461628,-5.120208405325814,,-5.120208405325814,8.29592279268669,,6.818643050490683,0.10050291807262247,0.7803434532950904,0.018337746229120013,6.818643050490683,0.10050291807262247,0.0,3.1952504087661984e-13,0.011568427529157179,1.573485051869649e-19,0.517132206673398,9.999999999999996e-100,0.2539554452899119,,1.3683838422538944e-14,0.18457000135521845,-12.072755288205693,5.858621131497622,8.160098881740227,8.162276338796872,7.816140049841907,0.5115880459502742,0.2622706044743264,6.577237768462e-11,8.855166861269373e-09,3.317186375211789e+53,43.3388134148975,3.598681334480792e-08,8.29592279268669,8.295922792139168,0.38978674689824433,0.38626951428992745,369.0054285606432,3.4089125210155406e-06,93.3788698105036,0.0,0.6673657224714188,0.007578168603631356,0.021672978367395276,1e+99,1e+99,1e+99,1.1428867570930867,H-rich_Core_H_burning,1.0,2.4911933735073313,0.2359780942117993,1.6343043823866175,-12.403211991320095,,-12.403211991320095,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6992651336955472,0.28627364446276066,1.5845972845809422e-05,0.004750960985682731,0.0048273185059632935,0.715499999994402,0.2702712346399697,,0.0007357524978486027,0.006088350054733844,1.6350439592992483,-35.841450511769004,-1.9881098599760436,1.6351473813251862,-93.87122498116416,0.040964852205704,0.0,2.8389821450463283e-05,0.0647559658439595,3.526893649864242e+54,50.000555025291824,1.8314688007047542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.254623635251754e+49,1.2792483019973994e-09,0.0037674997905884876,1.7110910255182583,1.0833481697013374,1.0833481697013374,1.0833481697013374,1.0833481697013374
23517,detached,CC1,3552426127.043698,57.11182419733802,15.173199545089611,0.0,-0.9859162073537431,-0.8892023633109264,,step_detached,0.27713561058044434,0.0,0.0,0.0,stripped_He_Core_C_depleted,1.0,8.038777910062233,-0.42133619993074606,5.377222736227309,-5.1297783198710105,,-5.1297783198710105,8.038777910062233,,7.14715635408241,0.12011335121889541,1.2049642476793547,0.022208381294591215,7.14715635408241,0.12011335121889541,1.1360609788700886e-34,1.827160687975207e-12,0.009815222917665912,2.1330271322052784e-16,0.5150816420025863,1.000000000000001e-99,0.2767203435035735,,2.0420608288824145e-14,0.16470329955838509,-7.769077943742143,5.9090560828523655,7.948646628142491,7.952593616917466,7.58574864636396,0.40124588154910173,0.2743638931234901,5.606998939587331e-14,7.353343638164162e-12,2.960969120394116e+53,40.2201643521692,2.916377042535238e-11,8.038777910062233,8.025418851521488,0.37902158168856603,0.3735197630596629,-8.390423008239462e+96,9.077287985621303e-06,324.92922236679965,-2.394960950137286e+38,0.12137314899876842,0.00369410224608655,0.007964883525860037,1e+99,1e+99,1e+99,1.1106499044159734,H-rich_Core_H_burning,1.0,2.8302788941495494,0.2683648834372055,1.8484372110457659,-12.20788932655618,,-12.20788932655618,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6953512625803379,0.2902471280814273,1.8212810786997593e-05,0.005158098448025792,0.004358862781418785,0.7154999999980329,0.27027123463996994,,0.0007357524978486034,0.006088350054733844,1.8491847293896064,-35.256403008239865,-1.7042577058798087,1.849306150587137,-92.28051340750228,0.03749320378646318,0.0,2.2122131532720445e-05,0.052943589452452415,4.80972722022955e+54,50.02694741661864,1.5078159414980339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4726106898720153e+49,1.2298077967317112e-09,0.0038963273653273797,1.8445392784961836,1.1059508495656591,1.1059508495656591,1.1059508495656591,1.1059508495656591
